Voltage (V),Current (A),Power (W),Delta Time (s),Energy_step_Wh,Cumulative_Energy_Wh,Cumulative_time_s
24.01,2.13,51.1,2.133,0.03027675,17.37465416666666,658.0420000000008
23.99,2.22,53.2,2.115,0.031255000000000005,17.40590916666666,660.1570000000008
23.99,1.5,35.9,2.117,0.021111194444444443,17.427020361111104,662.2740000000008
24.0,1.44,34.5,2.119,0.020307083333333337,17.447327444444436,664.3930000000008
23.99,2.25,53.9,2.128,0.03186088888888889,17.479188333333326,666.5210000000009
23.87,10.74,256.3,2.118,0.15078983333333332,17.62997816666666,668.6390000000009
23.85,10.23,243.9,2.122,0.1437655,17.77374366666666,670.7610000000009
24.0,10.56,253.4,2.128,0.1497875555555556,17.923531222222216,672.8890000000009
24.0,1.68,40.3,2.118,0.02370983333333333,17.94724105555555,675.007000000001
23.99,1.95,46.7,2.122,0.027527055555555558,17.974768111111107,677.1290000000009
23.99,1.8,43.1,2.131,0.025512805555555552,18.00028091666666,679.2600000000009
23.99,2.28,54.6,2.12,0.03215333333333334,18.032434249999994,681.3800000000009
24.01,1.83,43.9,2.116,0.02580344444444444,18.05823769444444,683.4960000000009
23.99,2.13,51.0,2.114,0.02994833333333333,18.088186027777773,685.6100000000009
24.0,1.59,38.1,2.128,0.022521333333333334,18.110707361111107,687.738000000001
24.0,1.74,41.7,2.119,0.02454508333333334,18.13525244444444,689.857000000001
23.99,2.25,53.9,2.116,0.03168122222222222,18.16693366666666,691.973000000001
24.0,1.59,38.1,2.135,0.022595416666666663,18.18952908333333,694.108000000001
24.0,1.71,41.0,2.123,0.024178611111111113,18.21370769444444,696.231000000001
23.93,1.83,43.7,2.118,0.025710166666666666,18.239417861111107,698.3490000000011
23.88,10.86,259.3,2.131,0.15349119444444445,18.392909055555553,700.480000000001
23.89,10.14,242.2,2.117,0.14242705555555554,18.535336111111107,702.597000000001
24.02,1.5,36.0,2.12,0.021200000000000004,18.556536111111107,704.717000000001
24.0,1.86,44.6,2.132,0.026413111111111113,18.58294922222222,706.849000000001
24.0,2.25,54.0,2.117,0.031755,18.61470422222222,708.9660000000009
24.01,1.89,45.3,2.122,0.026701833333333327,18.641406055555553,711.0880000000009
24.0,1.83,43.9,2.13,0.025974166666666663,18.66738022222222,713.2180000000009
24.0,1.59,38.1,2.12,0.022436666666666667,18.68981688888889,715.3380000000009
23.99,2.25,53.9,2.118,0.031711166666666665,18.721528055555556,717.4560000000009
24.0,2.16,51.8,2.131,0.03066272222222222,18.752190777777777,719.5870000000009
